N_MODEL,HIDDEN_SIZE,N_LAYERS,DIRECTIONS,RECALL,PRECISION,F1,RECALL_WO_O,PRECISION_WO_O,F1_WO_O
Model1,500,1,1,0.8188766225888633,0.7778080057270333,0.7651699285115304,0.15692124105011934,0.5730305622326887,0.22864321316700326
Model2,500,2,1,0.8128108698289458,0.7429245224709334,0.7716498849787646,0.22195704057279236,0.33020326521960947,0.25988607363476085
Model3,500,3,1,0.8158437462089045,0.742230191069681,0.7694606112355815,0.20704057279236276,0.352254771002543,0.25066014851589224
Model4,500,1,2,0.8459298798980953,0.8067805906639458,0.8109558001038986,0.30071599045346065,0.6049179564941028,0.39416046702237034
Model5,500,2,2,0.857576125197137,0.8420135735129922,0.844258186675839,0.46897374701670647,0.5877736394534285,0.503755702024212
Model6,500,3,2,0.8608516316874925,0.8425019139008832,0.8345073643281438,0.36336515513126494,0.7309484920244591,0.47710318561083026
Model7,800,1,2,0.855513769258765,0.8498294772075807,0.8287576697978073,0.38126491646778043,0.7394028998449642,0.4529759994495853
Model8,800,2,2,0.8783209996360548,0.8667609561063568,0.8635876675265377,0.5155131264916468,0.7157705701478377,0.5761033268200596
Model9,800,3,2,0.8774717942496664,0.8724523257348599,0.8570948176371485,0.4373508353221957,0.8262908926804512,0.5555949539278988
